Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Algeria,48.3,49.78,51.26,52.74,54.22,55.7,59.2333,62.7667,66.3,74.65,83,71,71,71,72,72,72,74,77.5,79,86,87,90,,,
Andorra,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Argentina,,,,,,,,,,,,42.5,43.3556,44.2111,45.0667,45.9222,46.7778,47.6333,48.4889,49.3444,50.2,,,,,
Armenia,62.6,62.9,63.2,63.5,63.8,64.1,63.94,63.78,63.62,63.46,63.3,62.8,58.8,60.2,61.6,65.1,66.1,67,66.8,67,69.2,69.6,68,,,
Australia,,,,,,,,,,,,90,89,88,87,,,,,,,,,,,
Austria,72,72,72,75.7,75.7,75.7,77.4333,79.1667,80.9,83.15,85.4,86,86,88.9,88.9,90.35,91.8,92.25,92.7,93.3,93.9,94.2,94.5,,,
Azerbaijan,,,,,,,,,,,,,,30,30,30.2,30.2,30.8,30.8,31.3,31.3,31.5,32.1,,,
Bahrain,58,59.2,60.4,61.6,62.8,64,65,66,69,71,74,75,77,79,83,86,87,88,,,,,,,,
Belarus,,,,,,,94.1,90.2,91,92.9,90.1,90.1,94,92.8,90.8,98.3,96.1,94.9,,,,,,,,
Belgium,,,,,,81.1,81.1,81.2,81.1,81.3,79.1,79.8,79.8,81.9,83.5,84,85.3,87.4,88.2,88.4,,,,,,
Belize,,15.8,15.7222,15.6444,15.5667,15.4889,15.4111,15.3333,15.2556,15.1778,15.1,19.63,24.16,28.69,33.22,37.75,42.28,46.81,51.34,55.87,60.4,,,,,
Bermuda,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,
Bolivia,,,,,,,25.3,28.6,34.5,32.5,34.6,31.1,30.9,31.4,33.9,36.4,31.9,37.7,45.1,41.8,44.95,48.1,67.8,,,
"Bosnia and Herzegovina",,,,,,,,,,,15,16,17,18,20,20,21,21,24,25,26,27,28,29,30,31
Brazil,,,45.5,45.4,,,,,,,,,,,,,,,,,,,,,,
"British Virgin Islands",,17.1,17.84,18.58,19.32,20.06,20.8,21.54,22.28,23.02,23.76,24.5,,,,,,,,,,,,,,
Bulgaria,,,,,,,,,,,66.7,67.9,68.4,68.6,68.7,69,69.4,69.7,70,70.4,70.6,74.1,74.3,74.7,,
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,73,,,
Canada,,73.1,73.0333,72.9667,72.9,73.5,74.1,74.1667,74.2333,74.3,77.46,80.62,83.78,86.94,90.1,88.95,87.8,87.5667,87.3333,87.1,,,,,,
Chile,,,,,,,,,,,,,,,,95,95.3,95.2,95.3,95.6,,,,,,
China,,,,,,19.7,22.75,25.8,28.85,31.9,34.3,36.4,40,42.4,45.7,,,,,,,,,,,
"Hong Kong",,,,,,,,,,91.3,92.7,94.8,94.2,94.6,92.3,92.9,93.2,93.2,93.3,93.2,,,,,,
Macau,,,,,,99.9,99.9,,,,,,,,,,,,,,,,,,,
Colombia,,,,,,,,,,,,,,70,71.3,72.7,73.55,74.4,75.8,76.3,77.4,,,,,
"Costa Rica",,,,,,,,,,,,,,,,,,,24.9,25.2,24.1,25.6,24.5,,,
Cuba,29.8,30.68,31.56,32.44,33.32,34.2,34.2,36,38.2,38.1,38.2,39,38.6,38.6,38.8,38.8,36.8,37.1,37.1,35.9,35.7,34.8,35.8,,,
