Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,402.1756509,390.0852581,383.2011961,387.7049191,394.0220273,394.2553453,395.6425997,398.5777971,401.162022,403.8119773,403.5019294,399.8166872,386.4483632,380.9240438,372.717966,362.0473284,351.9722406,339.7886273,327.8804332,315.6730981,304.6286533,294.9873281,286.1990854,277.7454442,270.2607054,264.0362314,256.3074443,249.7658605,243.8629854,238.3304042
Albania,146.6738708,147.3457243,139.7277588,131.5911879,121.6217273,121.652697,121.1836821,117.7754063,113.5325329,110.8512987,106.4353365,98.90022649,99.3109954,101.6066405,98.05587338,92.58520884,84.49080003,77.54562827,75.17719116,71.06217451,67.93256348,66.37789407,64.31275428,62.67233116,61.75907425,60.79822497,59.1432911,57.62991018,56.23328636,54.93793368
Algeria,133.8910174,129.0027982,126.4215466,124.5392097,123.2026683,121.6537332,119.985384,118.8017014,117.0059509,117.0996867,114.9510226,111.9549851,108.4520663,104.7042227,101.4085522,98.06519513,95.06405555,92.04257108,89.26405945,87.04235629,85.28714173,84.63655897,83.86501762,83.28822156,83.24194473,82.94931393,80.74719488,79.15487052,78.95963194,78.79084111
"American Samoa",70.8820938,67.68357707,64.4656818,61.26771264,58.13679489,55.31539952,53.16594327,51.61787654,50.25054804,48.89337356,46.92008282,45.3340173,43.82089318,42.25531265,40.96164298,40.04037947,39.69263588,39.11973098,38.87848776,38.52900137,37.90896156,37.24303471,36.28907088,35.48864748,34.48636557,33.8979062,33.54574143,33.08364902,32.55053999,31.20418176
Andorra,21.90496549,20.98135539,20.19188733,19.41575771,18.9925181,18.7196743,18.3647457,17.97569007,17.73994989,17.68512336,17.53300127,17.01289713,16.48307705,15.67305466,15.18532075,14.61291324,14.22521065,13.58357944,13.13413468,12.92910214,12.6954032,12.45180365,12.1843988,11.97869924,11.59560482,11.0726415,10.00065287,9.140797353,9.185982049,9.064917356
Angola,279.2236078,276.0524377,273.3132278,272.2915539,269.941768,265.042754,257.2941205,251.6080638,248.6547586,244.7640432,238.6935594,230.2071701,221.7724997,216.5232575,214.1400523,205.2407199,199.0880393,189.9892781,183.6386628,176.6093095,169.8208205,162.9083649,155.9536704,147.926856,138.4959799,132.4854762,126.1700156,121.1570189,117.5725638,114.7377806
"Antigua and Barbuda",47.02799936,47.35587395,47.51824617,50.23472926,50.04767642,49.9645997,46.38801997,44.95295756,43.77774816,42.75257251,41.37126564,40.08140457,38.24764673,36.65371298,35.29349128,34.37548392,34.22693624,37.51037246,37.23897114,34.62121856,34.4835873,34.54681302,34.4749859,34.74836115,35.52597897,35.57198042,34.36023273,33.14942129,32.9764551,33.35449963
Argentina,50.30205699,48.75175407,47.97326833,46.20818592,43.91485355,42.93349452,41.70837945,40.31998108,39.43649819,38.24244285,35.66140104,34.4625299,33.78314026,32.89554587,31.03211568,29.70593249,29.08147753,29.34187182,28.00601059,27.66520383,27.70918157,27.74230794,27.71673899,27.70789179,27.50721784,27.68523522,27.7164716,26.40691518,25.71289833,25.40485936
Armenia,128.964619,134.2094981,147.1279216,153.4096841,145.7386643,142.5611725,141.1108593,133.0649748,129.1181859,127.6530602,123.0197297,121.3171829,119.3701507,118.3430859,114.4274038,112.0970457,110.7215175,106.924148,106.2257743,103.9157963,101.0891364,98.78214906,95.7419401,92.23692612,91.33916704,91.58806101,88.03902231,85.33940407,83.872345,82.51809385
Australia,13.44617908,12.65434604,12.21270468,11.6366314,11.33849355,10.83561445,10.4780749,9.999466373,9.475707998,8.972261066,8.501230391,8.066738247,7.620361399,7.074861523,6.478120703,6.047786128,5.749342843,5.575022949,5.39343923,5.12704465,4.92860057,4.804149501,4.658420101,4.568481808,4.542175793,4.50457121,4.277293687,4.08911952,4.235470344,4.330704883
Austria,44.58697681,44.10644259,43.140143,42.08168455,40.46793538,39.36070787,38.22159828,36.2055307,34.41361339,32.64037872,30.67643819,29.10535459,28.51345608,27.79482869,26.3407067,25.08449694,23.91393017,23.07986265,22.12844008,21.55892659,20.59391889,19.69842739,18.84726886,17.8473711,16.82223208,15.97893798,14.52957166,13.40864742,13.3732644,13.53059394
Azerbaijan,146.778629,152.9013403,162.5255388,171.3099505,179.0251998,178.3726947,174.1449365,167.7576388,162.5995232,157.7894134,153.0370961,146.2390454,143.8756058,143.1382839,140.4032484,141.7699633,141.371765,139.0178021,137.3080758,135.5729004,134.624319,134.4698513,134.6284627,134.3840651,135.4886873,134.5050675,132.1146425,129.4424047,122.687901,119.7132967
Bahamas,45.32808493,44.23148993,43.38507284,43.15692511,42.80387929,42.09076945,42.9315524,41.24512405,40.65425301,41.34031761,39.04183204,38.72012995,36.51215237,35.58568394,34.79059145,32.37592691,31.73682417,29.76308288,29.4815889,29.87386693,29.36520713,29.28308485,29.08563551,28.9329758,28.90419489,29.39566787,28.5888248,27.70348266,27.85838563,28.08836508
Bahrain,218.4717264,217.0809485,211.3180168,200.5495621,194.9242145,194.0901302,195.5209039,193.3696109,193.3664454,192.2053917,167.8680014,144.6150738,164.476086,183.073573,183.4610804,180.6362138,173.1018957,165.3310376,157.636731,148.7587268,142.3132548,137.7927347,134.7706185,125.5426967,116.5034353,112.5956433,111.7080011,111.4319203,108.5083103,107.3618845
Bangladesh,284.1138033,261.6529532,257.9008551,252.025084,246.310743,246.0456249,239.4400354,232.8359522,231.0893139,231.5178278,233.9251046,232.0402229,236.0067783,239.0250389,236.6476928,236.7595567,237.2408386,230.5655468,219.1451874,210.6910073,205.7577649,184.1939324,166.4249199,160.5810132,160.3845687,153.6308773,149.5270495,151.7039445,148.507041,145.2653323
