Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.62789186,37.41885544,29.72106714,31.11485491,28.63596858,30.10501136,24.89227001,29.29750105,26.21006854,23.74366399,24.39087363,22.81066274,22.13704137,20.63432272,21.08108621,20.46650517,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.41070307,31.54334256,28.7855756,25.91887251,24.51536066,22.7161967,22.02517478,21.9782092,20.53745681,18.84525779,17.70839284,17.1536228,16.83708653,16.79438752,17.95584025,18.22676618,18.76679918,19.56517548,19.99015369,19.78022522,19.84997641,19.01432927,18.42388388
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10836602,8.396391153,9.749231133,9.224782205,9.810566397,9.440405913,7.691087014,7.543019796,7.570832888,6.586679947,9.342616093,8.466901279,8.110386806,8.770566136,9.85109233,10.28644397,11.57868913,12.22016044,11.94618805,11.97930806
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487497832,0.459110473,0.406166344,0.444193488,0.442399276,0.405274295,0.382391576,0.399345782,0.442280559,0.43493937,0.499694105,0.534685933,0.612256498,0.577337773,0.496149201,0.470194705,0.492101388,0.483530784,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.653213722,7.026869166,9.002017942,12.91118241,6.290256828,5.664689564,8.156377022,5.839549975,6.198384339,6.250876536,5.060402948,5.191280189,5.242278337,4.805339317,6.62119707,6.180293181,5.845680969,6.069630075,6.50749254,7.547056779,9.122534471,9.831168609,10.01699586,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,4.970872496,4.494591494,3.57760157,3.070102067,2.958127773,2.699248208,2.679306905,2.037322575,2.12784596,1.871292967,1.90907866,1.767733298,1.706301622,1.780738697,1.780307058,1.802680609,1.745431468,1.57653988,1.643054474,1.615436913,1.718979214,1.666680575,1.667635776,1.589539743,1.612725299,1.730291789,1.749526585,1.609971056,1.757817673,1.653204551,1.607652611,1.549311488,1.496707093,1.633408459,1.933181839,1.898847481,2.017611782,1.655760636,1.612326721,1.567760997,1.793598652,1.730921802
Argentina,,,,,,12.90416299,10.27875747,9.980386317,9.721276985,9.185809648,9.637560964,10.86588238,10.98486987,11.95252249,10.23083775,6.583910492,8.152170712,8.087142114,7.504427478,7.796277359,6.353505005,6.475522961,9.596156046,8.658324961,8.345976837,7.634307257,7.80040264,8.094358464,8.977868218,9.616065096,8.123676208,6.71649176,5.990787091,5.136826482,5.082668,5.351464616,5.610866113,5.221972109,5.25272257,4.457826102,4.679910944,4.568589609,10.20664671,10.32816694,8.36248661,7.938754274,6.935572291,7.452353946,7.318954597,5.273623469,7.132167451,6.99873377,5.781744207,6.052918437,6.712703514,5.156685902,6.26456582,5.478382229,6.097128948
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91268195,18.43476288,18.07203635,17.22312003,16.39047353,14.99426012,13.69586083
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505997081,0.485804391,0.429949894,0.407981131,0.383292096,0.410021828,0.40514984,0.402215827,0.401381979,0.391652043,0.386673058,0.39375576,0.405233924,0.380728531,0.440397943,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.209183989,3.18231607,3.053451378,3.263718171,3.349171349,3.021633065,3.392159576,3.243344481,3.038954458,3.061400552,3.119068182,3.503359969,3.948012139,2.888533759,3.062114492,2.883330027,2.726734442,2.201100136,2.338630424,2.291720397,2.197568265,2.276542366,2.254748049,2.278906495,2.216223655,2.372644114,2.403122994,2.70017413,2.455186282
