Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lesotho,,,,,,,,,,,,,,,,,,,,,,,17.9629000754692,19.4725,20.982,22.4916,24.0011,25.5107,27.0202,28.5298,30.0393,31.5489,33.0584,34.568,36.0775,37.5870643198346,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4400158672226,5.2551,6.0703,6.8854,7.7005,8.5156,9.33077057342638,10.8486,12.3664,13.8842,15.402,16.9199,18.4376689151825,29.4996,40.5614,51.6233,62.6852240401477,,,,,
Luxembourg,,,,,,345.576611643672,341.7782,337.9797,334.1812,330.3828,326.584309336591,339.486,352.3877,365.2893,378.191,391.092685289143,365.2742,339.4558,313.6373,287.8189,262.000400537353,289.8812,317.762,345.6428,373.5236,401.4044,429.2852,457.166,485.0468,512.9276,540.808355931296,561.2825,581.7566,602.2307,622.704821331209,668.7912,714.8775,760.9639,807.0502,853.1366,899.2229,945.3093,991.3956,1037.482,1083.5683,1129.6547,1175.741,1221.82739704776,1307.61597414967,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4515861670735,37.9265,44.4015,50.8764,57.3513,63.8263,70.3012,76.776161249939,90.5222,104.2682,118.0142,131.7602,145.506180431786,137.6346,129.763,121.8914,114.0198,106.148150652955,114.234348813578,,,
Morocco,,,,,,,,,,,2.31717097765708,2.3953,2.4735,2.5516,2.6298,2.70791036778106,2.7722,2.8365,2.9008,2.9651,3.02942477488686,3.1832,3.337,3.4908,3.6446,3.7984,3.9522,4.10601379006246,4.1307,4.1555,4.18019844407635,4.1966,4.2131,4.2295,4.246,4.2624,4.2789,4.29534032262152,4.8842,5.4731,6.062,6.6509,7.2398,7.8287,8.4176,9.00644895281137,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,547.668210232947,565.0743,582.4804,599.8865,617.2925,634.6986,652.1047,669.510804719608,694.4852,719.4596,744.434,769.4084,794.382848679068,849.6048,904.8268,960.0488,1015.2708,1070.49281091439,1060.9688,1051.44478324274,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03470507343089,,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,0.345902605355927,0.3604,0.375,0.3895,0.404,0.4186,0.4331,0.4476,0.4622,0.4767,0.4912,0.5058,0.5203,0.5348,0.5493,0.5639,0.578413647968463,0.5946,0.6108,0.6269,0.6431,0.6593,0.675469943346598,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.38122083295,,,,,,,,
Mexico,,,,,,,,,,,,,,,,9.70582650440502,9.8375,9.9691,10.1008,10.2325,10.3641,10.4958,10.6275,10.7591,10.8908,11.0224,11.1541,11.2858,11.4174,11.5491,11.6807,11.8124,11.9441,12.0757,12.2074,12.3391,12.4707,12.6023758482547,12.7531,12.9038,13.0545,13.2052,13.3559288713645,13.4597,13.5635,13.6673,13.7711,13.8748441064421,14.0095,14.1441,14.2787285642812,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94509457156787,5.1048,6.2645,7.4243,8.584,9.7437,10.903450539396,11.8651,12.8268,13.7885,14.7501,15.7117850262637,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,2.74820823866262,2.6942,2.6402,2.5862,2.5322,2.4782,2.4242,2.3702,2.3162,2.2622,2.2082,2.1542,2.1002,2.0462,1.9922,1.9382,1.8842,1.8302,1.7762,1.72216393227298,,,,,,,,,,
Malta,,,,,,,,,,,,,,,,145.376488134694,148.2658,151.1552,154.0445,156.9338,159.8232,162.7125,165.6019,168.4912,171.3805,174.2699,177.1592,180.0486,182.9379,185.8272,188.716583115561,192.8739,197.0312,201.1886,205.3459,209.5032,213.6605,217.817844359008,225.3677,232.9176,240.4675,248.0174,255.567267988735,311.6993,367.8313,423.9633,480.0953,536.227321474526,426.650357178368,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,0.299966444018998,0.3139,0.3278,0.3418,0.3557,0.3696,0.3835,0.3975,0.4114,0.4253,0.4392,0.4532,0.4671,0.481033328014663,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7252458233694,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21079562659193,7.4684,7.726,7.9836,8.2412,8.4988,8.7564,9.014,9.2716,9.5292,9.7868,10.0444,10.302,10.5596371303801,11.1288,11.698,12.2672322215439,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,4.64042902100748,4.809,4.9776,5.1462,5.3147,5.4833,5.6519,5.8205,5.989,6.1576,6.3262,6.49477524048281,6.7902,7.0857,7.3811,7.6766,7.9721,8.2675,8.563,8.8584,9.1539,9.4493,9.7448,10.0402,10.3357,10.631161391919,
Mauritania,,,,,,,,,,,,,,,,3.70967122159782,3.6454,3.5811,3.5168,3.4526,3.3883,3.324,3.2597,3.1954,3.1312,3.0669,3.0026,2.9383,2.874,2.8098,2.7455,2.6812,2.6169,2.5526,2.4884,2.42407102857468,2.6425,2.8608,3.0792,3.2976,3.51598091746529,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,7.11813209446784,7.3577,7.5973,7.8369,8.0765,8.31610555504604,8.8566,9.3972,9.9377,10.4783,11.0188263872387,10.7836,10.5483,10.3130016744403,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.30676969300731,3.2924,3.278,3.2637,3.2493,3.2349,3.2205,3.2062,3.19180587324767,3.3234,3.4549,3.58644800197908,,,,,,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,8.08307446051287,11.0356,13.9882,16.9407,19.8932,22.8458,25.7983264883464,23.7172,21.636,19.5549,17.4737255602365,17.6373,17.8008,17.9643,18.1278,18.2913729179129,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,31.5214434382286,29.9046,28.2877,26.6708,25.0539,23.437,21.8200880821363,22.0329,22.2458,22.4587,22.6715216097773,23.2964,23.9212,24.546,25.1709,25.7957,26.4205,27.0453733106491,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,8.26900575055868,8.1414,8.0138,7.8863,7.7587,7.6311,7.5035,7.3759,7.2484,7.1208,6.9932,6.8656,6.738,6.6105,6.4829,6.3553,6.2277,6.10014040377312,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,21.1033870072098,20.7425,20.3815,20.0206,19.6597,19.2987,18.9378,18.5769,18.2159,17.855,17.4941,17.1331,16.7722,16.4112523654429,17.5888,18.7664,19.944,21.1215,22.2991238684983,23.667,25.035,26.4029,27.7708,29.1387238334731,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87029970098944,4.986,5.1017,5.2174,5.333,5.4487,5.5644,5.6801,5.7958,5.9115,6.02716394543291,,,,,
Netherlands,,,,,,,,,,,,,,,,46.5532645746843,46.9282,47.3032,47.6782,48.0532,48.4281813698685,51.7733,55.1184,58.4636,61.8087,65.1538,68.4989825426434,73.8191,79.1392,84.4593,89.7794,95.0994856228638,93.4414,91.7834,90.1253,88.4673,86.8093,85.1512114251912,83.6368,82.1224,80.6079,79.0935,77.5791079278712,77.937,78.2948,78.6527,79.0105,79.3683534068053,,,,
Norway,,,,,,,,,,,,,,,,99.085397607361,101.218,103.3506,105.4832,107.6158,109.7484,111.881,114.0136,116.1462,118.2788,120.4115,122.5441,124.6767,126.8093,128.9419,131.0745,133.207085162201,137.3866,141.5662,145.7457,149.9253,154.1048,158.284397791687,155.127,151.9696,148.8122,145.6548,142.497372151107,,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13991216969574,1.1835,1.2271,1.2707,1.3144,1.358,1.40158402298281,,,,,,,,,,
"New Zealand",,,,,,,,,,,,,,,,57.7370989808291,54.6793,51.6216,48.5638,45.5061,42.4483465904134,41.9196,41.3909,40.8621,40.3334,39.8046,39.2759,38.7471,38.2184,37.6896,37.1609,36.6321,36.1034,35.5746,35.0458765105187,34.1649,33.2838,32.4028,31.5218,30.6408,29.7598,28.8787513493761,28.7067,28.5347,28.3626,28.1905668830893,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2822729407447,24.2215,25.1606,26.0998,27.039,27.9782,28.9174,29.8566,30.7958,31.7349490650182,32.8184,33.9018,34.9852486483872,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,0.208189825500476,0.2287,0.2491,0.2696,0.2901,0.3105,0.331,0.3515,0.3719,0.3924,0.4129,0.4333,0.4538,0.4743,0.4947,0.5152,0.535649327363624,0.5513,0.5669,0.5826,0.5982,0.6139,0.6295,0.6452,0.6608,0.676441787312196,0.7074,0.7383,0.7693,0.8002,0.8312,0.8621,0.8931,0.924047461935447,,,,,,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3898746383799,,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93403548973906,,,,,,,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18209619028403,2.2481,2.3142,2.380215771579,,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4019002747439,33.7757,32.1494,30.5232,28.8969,27.270707724757,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1480382535209,17.3748,18.6016,19.8284,21.0552,22.281983463694,23.5767,24.8715,26.1662,27.4609,28.7556782366699,30.1859,31.6162,33.0464,34.4766,35.9068914923242,37.6438,39.3807,41.1176,42.8545,44.5914444296887,,,,
"Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,76.8100608436584,79.8797,82.9494,86.019,89.0887,92.1583,95.228,98.2977,101.3673,104.437,107.506621213623,107.1075,106.7083,106.3092,105.9101,105.510936303042,103.7561,102.0013,100.2464,98.4916,96.7367748279253,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,20.198262266017,19.9425,19.6867,19.431,19.1752,18.9195,18.6637,18.4079646252169,19.2854,20.1629,21.0403,21.9177,22.7952,23.6726,24.5501,25.4275,26.3049643021912,,,,,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,29.5458396606005,30.2567,30.9676,31.6784,32.3893,33.1002,33.8111,34.5219,35.2328,35.9437,36.6545,37.3654,38.0763,38.7871459721604,36.5295,34.2718,32.0141,29.7564,27.4987,25.241,22.9833,20.7256,18.4679,16.2102,13.9525,11.6948264687214,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2812677092107,20.2399,19.1985,18.1571,17.115774887583,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.916402325156,225.1058,230.2952,235.4846,240.674,245.863460609479,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,6.11486520803777,6.5013,6.8877,7.2741,7.6605,8.0468,8.4332,8.81963997273774,9.7064,10.5933,11.4801,12.3669,13.2536776785904,15.4689,17.6841,19.8993,22.1145,24.3296833906176,24.8042,25.2787,25.7532,26.2277,26.7021988615635,27.9162928748002,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9032478853068,12.361,12.8187,13.2764,13.7341,14.1918,14.6496,15.1072729081144,16.1482,17.1892,18.2302,19.2712,20.3121,21.3531,22.3941,23.4351,24.476,25.517,26.558,27.5989401064971,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6442668559838,,,,,,,,,,,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8063971232424,21.7457,21.6851,21.6244,21.5638,21.5031,21.4425,21.3818,21.3212,21.2605,21.1999,21.1392,21.0786,21.0179,20.9572900294464,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37967112794501,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,5.77636232950134,5.7365,5.6966,5.6568,5.6169,5.5771,5.5372,5.4974,5.4575,5.4176,5.3778,5.3379,5.2981,5.2582,5.2183,5.17848363860284,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,115.200323573666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,5.01183101090571,5.1906,5.3694,5.5482,5.7269,5.9057,6.0845,6.2633,6.442,6.6208,6.7996,6.9784,7.1571,7.33590252219482,7.7518,8.1677,8.5835,8.9994,9.4152996914064,,,,,,,,,,,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8299602455089,16.152,15.4741,14.7962,14.1183,13.4404,12.7625,12.0846,11.4066596998428,10.7237,10.0407,9.3577,8.6747,7.99175478521969,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2064772883893,10.3559,10.5054,10.6549,10.8043,10.9537884064332,10.5074967952105,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1618389073878,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,4.99724074546971,4.9225,4.8477,4.7729,4.6981,4.6234,4.5486,4.4738,4.399,4.3243,4.2495,4.1747,4.0999,4.02516919961234,4.3511,4.677,5.0029,5.3288,5.6547,5.98064514256689,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3646511396112,43.2634,46.1622,49.061,51.9598,54.8585481273392,68.7304,82.6022,96.4741,110.3459,124.217739998201,127.7902,131.3627,134.9352,138.5077,142.080185383334,158.4523,174.824401851636,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7714130486472,45.6407,47.51,49.3792,51.2485,53.1177588520357,52.6858,52.2538,51.8218,51.3898,50.9578083929397,40.4906168439513,,,
Sweden,,,,,,52.6381467003405,53.892,55.1459,56.3997,57.6536,58.9074337053574,59.8044,60.7013,61.5983,62.4953,63.3922232166593,70.0574,76.7227,83.3879,90.0531,96.7183298413014,98.0854,99.4524,100.8194,102.1865,103.5535,104.9205,106.28755648362,110.8501,115.4126,119.9751,124.5377,129.100174233485,134.1765,139.2529,144.3292,149.4056,154.481929967293,160.9546,167.4273,173.8999,180.3726,186.84523428216,186.0253,185.2054,184.385481161514,,,,,,
Swaziland,,,,,,,,,,,,,,,,1.47162771581673,1.5485,1.6253,1.7021,1.779,1.8558,1.9327,2.0095,2.0863,2.1632,2.24,2.3169,2.3937,2.4705,2.5474,2.6242,2.7011,2.7779,2.8547,2.9316,3.00840851563056,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,41.1750968861724,42.4552,43.7352,45.0153,46.2953,47.5754,48.8554,50.1355,51.4156,52.6956,53.9757,55.2557,56.5358,57.8158,59.0959,60.3759,61.6560041978156,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,14.6782683948146,14.067,13.4558,12.8446,12.2333,11.6221,11.0109,10.3997,9.7884,9.1772,8.566,7.9547,7.3435,6.7323,6.121,5.50980572630793,6.8626,8.2154,9.56812578464901,,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,21.9982160274893,21.6677,21.3372,21.0066,20.6761,20.3456,20.0151,19.6845,19.354,19.0235,18.6929,18.3624,18.0319,17.7014,17.3708,17.0403146587819,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47991635725062,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255461469371951,0.2498,0.2441,0.2385,0.2328,0.2272,0.221498220692999,0.2499,0.2783,0.3067,0.335,0.3634,0.391809805784796,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393027782794178,0.3995,0.4059,0.4124,0.4188,0.4253,0.431702189046297,0.4332,0.4347,0.4362,0.437686919905545,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515495350132144,,,,,,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4381832307971,35.4559,37.4735,39.4912257888111,43.4336,47.3759,51.3182,55.2606,59.2029015904227,60.2879,61.3729,62.458,63.543,64.628,65.7130443133443,,,,,
Tunisia,,,,,,,,,,,8.88385229022237,8.4672,8.0505,7.6338,7.2171,6.80046527874808,6.82,6.8396,6.8591,6.8787,6.89820543584572,6.7144,6.5306,6.3468,6.163,5.97923472788958,6.3396,6.6999,7.0603,7.4206,7.78098821336211,8.2789,8.7768,9.2747,9.7726,10.2705,10.7684611773779,11.0347,11.3009,11.5671,11.8333,12.0996,12.3658,12.632,12.8982,13.1644,13.4306479884159,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2296884334619,12.2514,12.2731,12.2949,12.3166,12.3383,12.3601,12.3818,12.4035088568391,12.8519,13.3002,13.7485325462993,14.5576,15.3667,16.1758,16.9849,17.7940504900643,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72358432508443,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7962841966986,45.1325,43.4688,41.805,40.1413,38.4775,36.8137360922064,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54560370258369,6.3387,6.1319,5.925,5.7181,5.5113,5.3044,5.0975,4.89067514662489,5.6359,6.3811,7.1263,7.8715,8.6167417529863,8.7252,8.8337,8.9422,9.0507,9.15913507778017,,,,,,
Uruguay,22.3652825921971,21.9596,21.5538,21.1481,20.7424,20.3367,19.9309,19.5252,19.1195,18.7137,18.308,17.9023,17.4966,17.0908,16.6851,16.2794,15.8737,15.4679,15.0622,14.6565,14.2508,13.845,13.4393,13.0336,12.6279,12.2221,11.8164,11.4107,11.005,10.5992,10.1935,9.7878,9.3821,8.9763,8.5706,8.16487259408614,,,,,,,,,,,,,,,,
"United States",,,,,,,,,,,,,,,,12.5507889983308,13.231,13.9113,14.5915,15.2718,15.9521,16.6323,17.3126,17.9928,18.6731,19.3533241263069,20.0833,20.8133,21.5433,22.2733,23.0032,23.7332,24.4632,25.1932,25.9232,26.6531539458608,27.3119,27.9706,28.6293,29.288,29.946718774717,31.1186,32.2905,33.4624,34.6343,35.8061923262479,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374826252538207,0.3881,0.4014,0.4147,0.4279,0.4412,0.4545,0.467768857630264,0.51,0.5523,0.5946,0.636834511161281,,,,,,,,,,,
"Saint Vincent and Grenadines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9700830432461,47.3969,49.8236,52.2504,54.6772,57.104,59.5307,61.9575,64.3843,66.8111,69.2379,71.6646,74.0914,76.5182,78.945,81.3717,83.7985,86.2253,88.6520812291926,,,
Venezuela,,,,,,40.4991696480485,40.2124,39.9257,39.639,39.3523,39.0656,38.7788,38.4921,38.2054,37.9187,37.632,37.3452,37.0585,36.7718,36.4851,36.1983,35.9116,35.6249,35.3382,35.0515,34.7647,34.478,34.1913,33.9046,33.6178,33.3311,33.0444,32.7577,32.471,32.1842,31.8975112863248,29.8143,27.7311,25.6479,23.5647,21.4815,19.3983,17.3150904900471,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,0.515165657501422,0.5415,0.5679,0.5943,0.6207,0.647,0.6734,0.6998,0.7262,0.7525,0.7789,0.8053,0.8317,0.858,0.8844,0.9108,0.9372,0.9635,0.9899,1.0163,1.04265579074541,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,4.01316530912925,4.2131,4.413,4.6129,4.8128,5.0128,5.2127,5.4126,5.6125,5.8124,6.01236839302937,6.2224,6.4325,6.6426,6.8527,7.06276199451466,,,,,,,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,16.7798079039254,17.0368,17.2938,17.5508,17.8078,18.0647651747272,18.6467,19.2285,19.8104,20.3923,20.9741897920554,21.3762,21.7782,22.1802,22.5822,22.9842,23.3863,23.7883,24.1903,24.5923,24.9943,25.3963,25.7983,26.2003221490806,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7166977563732,4.7151,4.71343348730401,4.9891,5.2648,5.5404,5.8161,6.0918,6.3675,6.6431,6.91880036406643,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,9.79675758682449,9.3959,8.995,8.5942,8.1933,7.7925,7.3916,6.9908,6.5899,6.189,5.7882,5.3873,4.9865,4.5856,4.1848,3.78390387828548,3.6383,3.4927,3.3472,3.2016,3.05601742777053,,,,,,,,,
