"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
"Deaths per 100000 people",1.970157143,1.950035714,1.653957143,1.584535714,3.587430769,7.046453846,1.671269231,0.046971429,0.053785714,0.085835714,1.708,2.623435714,4.647246154,26.9898,209.9882571,175.2571846,107.9319286,98.07001429,123.6446714,35.59953846,18.42756923,15.20950714,2.369307143,0.154769231,1.095207143,1.05155,1.083607143,1.822371429,13.51517857,6.691484615,9.212328571,5.988457143,6.247664286,8.425092857,8.280478571,7.357053846,2.538957143,26.17015714,43.99622857,59.95454286,246.91228,217.1012769,282.0341286,281.6875857,278.7666,193.8065231,42.23298571,17.71236923,20.79236429,20.54677857,28.19732308,22.57957857,9.865578571,5.167846154,2.701053846,2.313607143,2.774735714,3.185392857,3.217192308,2.845164286,2.70055,3.046961538,4.884785714,4.992571429,3.176046154,3.895164286,4.507721429,6.5842,11.08368571,9.6266,8.0819,8.529185714,9.192235714,6.069321429,6.53045,4.316164286,2.930669231,2.067615385,2.771264286,4.040057143,3.542085714,4.962321429,5.662007692,5.682178571,5.638507143,5.342435714,5.147342857,4.346478571,3.718169231,2.691653846,2.145342857,2.808385714,2.613285714,2.365523077,1.616835714,1.522692857,1.277107143,0.652928571,1.820771429,2.922361538,2.36395,1.285457143,0.686514286,0.693328571,0.700142857,0.70455
