Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cyprus,,,,,,,,9.9,13.8,16.4,13.7,8.1,8.1,8.8,5.7,4.9,5.1,5.1,4.9,4.5,4.3,4.3,4.5,4.2,4,3.8,3.9,4.2,4.1,5
Denmark,3.6,3.5,3.5,3.5,3.3,3.2,2.9,2.9,2.8,2.9,2.9,2.9,2.8,2.9,2.8,2.7,2.7,2.6,2.8,2.6,2.7,2.4,2.5,2.3,2.3,2.2,2.1,2,2.2,2.2
Finland,3.2,3.2,3.2,3.1,3,2.8,2.7,2.4,2.6,2.8,2.8,2.5,2.6,2.5,2.4,3,3,3,3,2.8,2.9,2.9,2.7,2.8,2.7,2.7,2.5,2.6,2.6,2.6
France,7,7,6.7,6.6,6.2,5.9,5.9,5.5,5.3,5.2,5.1,5,4.8,4.7,4.6,4.7,4.8,4.5,4.5,4.4,4.3,4.4,4.1,4,3.9,3.9,3.9,4,4.1,4
Germany,,,,4.6,4.2,3.8,3.4,2.9,3.2,3.1,3.1,3.1,3.2,3,3,2.9,2.9,2.9,2.8,2.9,2.9,2.9,2.9,2.9,3,2.7,2.7,2.7,2.7,2.7
Greece,10.8,9.4,8.6,8.6,8.6,8.1,8.4,6.6,7,7.3,7.4,7.3,7.5,7.1,6.7,5.4,5.5,6.2,6.2,5.7,5.9,6,5.2,4.6,4.6,4.6,4.6,4.8,5.2,5
Ireland,2.5,2.6,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.2,2.3,2.2,1.9,1.8,1.7,1.6,1.5,1.4,1.4,1.3,0.9,1.2,1.2,1.3,1.2,1.2,1.2,1.3
Italy,4.5,4.3,3.7,3.6,3.4,3.4,3.4,3.2,3.5,3.7,3.8,4,4.3,4,4.1,4.1,4.1,3.8,3.6,3.5,3.6,3.4,3.4,3.4,3.2,3.1,2.9,2.7,3.1,3.1
Luxembourg,,,,,,,,1.6,1.6,1.6,1.7,1.6,1.6,2,1.6,1.5,1.5,1.5,1.5,1.5,1.1,1,1.2,1,1,1,1,1.2,1.1,1.2
Malta,,,,,,,,,,,,,1.5,1.5,1.5,1.4,1.6,1.9,1.5,1.5,1.5,1.7,1.6,1.4,1.3,1.3,1.2,1.2,1.4,1.4
Netherlands,4.9,4.9,4.6,4.3,4.2,3.9,3.8,3.3,3.7,3.7,3.6,3.7,3.5,3.4,3.3,3.3,3.3,3.3,3.3,3.2,3,2.9,2.8,2.8,2.7,2.6,2.5,2.5,2.7,2.8
Norway,5.8,5.9,5.7,5.3,5.6,5.2,5.4,4.6,4.6,4.4,4.5,4.3,4.1,3.9,4.5,4.2,4.2,3.9,3.7,3.7,3.5,3.6,3.4,3.4,3.3,3.3,3.3,3.1,3.2,3.4
Portugal,5.8,5.9,5.6,5.1,4.9,5,5.1,5.3,4.9,4.8,4.4,4.4,4.4,4.3,4.4,4.2,4.3,4.4,4.3,4.1,4.1,4,3.8,4,3.9,4.2,3.5,3.7,3.9,3.9
Spain,6.1,5.6,5.3,4.8,4.4,4.1,4.2,4.2,4.1,4,4.1,4.4,4.4,4.2,3.8,3.7,3.7,3.6,3.6,3.5,3.3,2.9,3,2.9,2.9,2.8,2.8,2.9,2.7,3
Sweden,4.2,4.1,4.2,3.8,3.4,3.5,3.5,3.5,3.6,3.4,3.4,3.4,3.5,3.3,3.1,3,2.8,2.7,2.6,2.7,2.4,2.3,2.4,2.3,2.3,2.2,2.3,2.2,2.2,2.2
Switzerland,5.4,5.4,5.6,5.1,4.8,4.1,4,4.1,3.8,3.6,3.6,3.2,3.2,3.1,2.8,2.7,2.6,2.6,2.5,2.5,2.4,2.3,2.2,2.2,2.1,2.2,2,2,2,2
"United Kingdom",10.2,9.9,9.4,9.5,8.5,7.9,7.5,6.8,6.9,6.7,6.6,6.5,6.3,6.3,6.3,6.3,6,5.7,5.6,5.6,5.6,5.5,5.3,5.3,5.1,5,4.8,4.7,4.7,4.7
Bahrain,,,14.3,17,16.7,16.8,16.3,17.1,19.3,13.6,17.6,17,17.2,14.6,14.5,15.9,15.5,12.9,12.9,12.7,11.8,14.1,11.5,12.9,12,12.1,15.6,12.7,13.3,11.8
Egypt,,,,,,,,,,,,,,,9.4,9.5,8.9,8.6,7.3,7.1,6.4,6.2,6.1,6.1,5.4,4.6,4.7,5.2,5.2,4.6
Iran,,,14.5,12.5,9.9,5.1,7.6,8.5,10.6,11.9,12.9,12.6,14,14.5,10.9,12.1,15.2,14.1,14.2,14,12.6,15.3,15.2,13,19.3,15.6,14.8,15.4,15.2,15.8
Iraq,,,,,,,,,,,,,,,,,1.8,3.5,3.8,4.9,4.1,4.9,5.5,5.3,4.4,6.9,6.8,12.6,8.4,9.4
Israel,,,,,,,,,,,,,15,14.9,16.5,17.1,17.7,16.9,17.1,16.1,15.8,16.3,15.4,15.7,14.8,14.6,15,14.3,11.6,11.5
Jordan,20.5,20.9,17.5,22.7,19.4,19.2,18.9,12.4,16.5,17.7,17.1,18,18.4,17.7,16.2,16.2,13.7,12.1,12.7,16.2,17.9,18.6,19.4,16.6,14.9,12.1,11.4,14.8,15.8,15.8
Kuwait,,,52.6,57.5,35,20.3,22.7,24.9,23.1,18.5,16.9,16.9,19.6,17.9,17.7,17.7,17,15.4,11.1,11.9,7.4,9.4,8.4,9,8.8,8.6,8.1,9.2,11,11.3
Lebanon,,,19.1,14.7,22.4,26.4,15,21.9,13.2,10.8,11.7,13.6,12.8,14.2,13.1,13,13.5,14.2,12.7,13.2,11.7,12.6,14.1,14.1,13.2,14.3,16.4,16.8,17.8,15.6
Oman,,,39.5,34.4,35.3,33.5,34.4,33.4,32.7,33.9,30.3,29.3,30.3,32.8,31.6,31.3,30.8,33.6,31.5,29.2,25.8,24.3,24.6,24.9,36.5,33.1,28.5,28.6,31,26.3
Qatar,,,25.3,27.9,26.5,25.1,23.7,22.3,20.9,19.5,18.1,16.7,15.3,13.9,12.5,11.6,8.4,6.9,6.2,7,8.7,6.1,4.9,,,,,,,
"Saudi Arabia",,,35.4,35.4,27.3,32.8,31.3,28.4,25.3,30.7,41.2,37.4,31.8,30.9,27.2,26.2,26,27.5,28.8,29,27.6,25.9,25.3,21.7,23.1,25.3,26.6,32.7,25.5,30.4
Syria,,,24.3,30.4,26.3,24.6,24.3,23.4,21.8,20.3,20.1,20.7,19,18.9,17.4,19.1,17.7,17.8,16.5,15.9,15.5,15.1,13.6,,,,,,,
Turkey,,,,,,,,,,,,,9.2,8.1,9.1,8.5,7.7,7.4,7,6.7,6.5,6.6,6.4,6.2,6,5.7,5.7,5.5,5.9,6.4
"United Arab Emirates",,,,,,,,,,19.2,20.6,20.7,26.2,22.2,22.9,23.4,26,23.2,20.6,18.6,16.7,15.6,18.7,17.5,17.4,19.9,17,,,
Yemen,xxx,xxx,24.6,28.3,29.5,27.4,33.4,26.3,17.2,17,17.7,18.3,15.5,18,22.4,19.4,15.5,13.2,11.5,12,10.8,16.1,15.5,16.5,12.6,13.2,14.3,,,
"North Yemen",,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
